"Projeto","Cliente","Service Order","Workshop","Descrição da Atividade","Rastreabilidade","Qnt. Planejada","Qnt. Executada","Recursos Planejados","Recursos Utilizados","Setor","Semana","Ano","Dia","Status","Categoria Não Executado","Justificativa"
"CON-Diverter FS21-470005982","Seadrill","470005373","Topside&BOP","Magnetic Test","PN 3143847 rev. B","1","1","1","1","Inspeção","W07","2026","05. Sexta","Concluído",,
"CON-Diverter FS21-470005982","Seadrill","470005373","Topside&BOP","Liquid Penetrant","PN 3143849 rev. B","1","1","1","1","Inspeção","W07","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Heat Treatment","AMS-BO-38","1","1","1","1","Inspeção","W07","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Heat Treatment","AMS-BO-38","1","1","1","1","Inspeção","W07","2026","05. Sexta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Heat Treatment","LGS-CK-20","1","1","1","1","Inspeção","W07","2026","05. Sexta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Heat Treatment","LGS-CK-20","1","1","1","1","Inspeção","W07","2026","05. Sexta","Concluído",,
"TOI-H4 Connector SHD-470004534","Transocean","470004534","Topside&BOP","Check List","222449-1","1","1","1","1","Inspeção","W07","2026","05. Sexta","Concluído",,
"TOI-H4 Connector ExF-470006234","Transocean","470006234","Topside&BOP","Boroscopy","TOI-LB-003","1","1","1","1","Inspeção","W07","2026","05. Sexta","Concluído",,
"CON-H4 Connector SHD-470005885","Constellation","470007289","Topside&BOP","Visual Dimensional","RD19122458-01","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-056","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","LGS-CK-49","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","LGS-CK-50","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"Centro de Custo","Constellation","1023749","Riser","Hardness","1023749-12","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"Centro de Custo","Constellation","1023749","Riser","Hardness","1023749-13","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"Centro de Custo","Constellation","1023749","Riser","Hardness","1023749-14","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"Centro de Custo","Constellation","1023749","Riser","Hardness","1023749-15","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"470003476","Constellation","470003476","Riser","Liquid Penetrant","5523525-1","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"470003476","Constellation","470003476","Riser","Liquid Penetrant","5523526-1","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"470003476","Constellation","470003476","Riser","Liquid Penetrant","5523525-1","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"470003476","Constellation","470003476","Riser","Liquid Penetrant","5524123-1","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-027","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-BO-27","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-CK-67","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-CK-B-70","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-CK-B-163","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","LGS-BO-17","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Visual Welding","LGS-036","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","Visual Welding",,"1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy",,"1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy",,"1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy",,"1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-CK-B-163","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-CK-B-70","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Boroscopy","LGS-026","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Boroscopy","LGS-071","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Boroscopy","LGS-112","1","1","1","1","Inspeção","W07","2026","06. Sábado","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-033","1","1","1",,"Inspeção","W07","2026","07. Domingo","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-040","1","1","1",,"Inspeção","W07","2026","07. Domingo","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-049","1","1","1",,"Inspeção","W07","2026","07. Domingo","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-049","1","1","1",,"Inspeção","W07","2026","07. Domingo","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","LGS-023","1","1","1",,"Inspeção","W07","2026","07. Domingo","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","LGS-030","1","1","1",,"Inspeção","W07","2026","07. Domingo","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","LGS-053","1","1","1",,"Inspeção","W07","2026","07. Domingo","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","LGS-087","1","1","1",,"Inspeção","W07","2026","07. Domingo","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-043","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-080","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Wall Thickness","LGS-CK-26","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CON-Diverter FS21-470005982","Constellation","470007353","Topside&BOP","Liquid Penetrant","CON-DP-003","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","AMS-BO-38","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","AMS-BO-38","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Welding","AMS-CK-70","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Welding","AMS-CK-163","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-085","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Go-No-Go","AMS-085","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Go-No-Go","LGS-105","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-CK-B-166","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004735","Riser","Hardness","AMS-085","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Laguna Star","Constellation","470004735","Riser","Hardness","LGS-105","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CON-Diverter FS21-470005982","Seadrill","470007353","Topside&BOP","Magnetic Test","PN 3143847 rev. B","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CON-Diverter FS21-470005982","Seadrill","470007353","Topside&BOP","Magnetic Test","PN 3143850 rev. A","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Heat Treatment","LGS-CK-26","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Heat Treatment","LGS-CK-26","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-033","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-035","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-085","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Ultrasound","AMS-BO-38","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Ultrasound","AMS-BO-38","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CON-Diverter FS21-470005982","Constellation","470007353","Topside&BOP","Liquid Penetrant","3143849B2","1","1","1",,"Inspeção","W08","2026","01. Segunda","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Go-No-Go","AMS-008","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Hardness","AMS-008","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Go-No-Go","AMS-096","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Hardness","AMS-096","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Go-No-Go","LGS-044","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Go-No-Go","LGS-084","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Hardness","LGS-084","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Go-No-Go","LGS-104","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Hardness","LGS-104","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-085","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Wall Thickness","AMS-CK-163","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Wall Thickness","AMS-CK-163","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-70","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Wall Thickness","AMS-CK-70","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-70","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Wall Thickness","AMS-CK-70","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-CK-B-18","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","LGS-CK-26","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","LGS-CK-26","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CON-Diverter FS21-470005982","Constellation","470007353","Topside&BOP","Liquid Penetrant","CON-DP-003","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Welding","AMS-043","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","AMS-CK-B-131","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Welding","AMS-CK-B-131","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","AMS-CK-B-145","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Welding","AMS-CK-B-145","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","AMS-CK-B-168","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Welding","AMS-CK-B-168","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Welding","AMS-CK-116","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Welding","AMS-CK-116","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Alpha Star","Constellation","470004732","Riser","Visual (RiCon)","APS-031","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Gold Star","Constellation","470004732","Riser","Visual (RiCon)","GDS-077","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Visual Dimensional","LGS-BO-B-17","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Visual Dimensional","LGS-BO-P-17","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","Visual Dimensional","NP-03","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CON-Upper DxE-470006117","Constellation","470006117","Topside&BOP","Visual Dimensional","NP-04","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"Centro de Custo","HMH","7000V05154","Topside&BOP","Magnetic Test","NS 540-02","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Heat Treatment","AMS-027","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Heat Treatment","AMS-CK-70","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Heat Treatment","AMS-CK-70","1","1","1",,"Inspeção","W08","2026","02. Terça","Concluído",,
